Item #,Item Title,Collection,Product Type,WebDescription,Unit Price,MSRP,Image
ERO64WB,14K Ruby Studs 6x4 mm Oval,Classics,Gemstone Studs,"Add simplicity to your style with these striking Ruby stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Oval Cut Rubies. Each stone measures 6x4 mm.",300,749,ERO64WB.jpg
ERR30WB,14K Ruby Studs 3 mm,Classics,Gemstone Studs,"Add simplicity to your style with these striking Ruby stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Round Cut Ruby gemstones. Each stone measures 3 mm.",80,199,ERR30WB.jpg
ERR40WB,14K Ruby Studs 4 mm Rd,Classics,Gemstone Studs,"Add simplicity to your style with these striking Ruby stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Round Cut Ruby gemstones. Each stone measures 4 mm.",200,499,ERR40WB.jpg
ESO53WB,14K Sapphire Studs 5X3 Oval,Classics,Gemstone Studs,"Add simplicity to your style with these striking Sapphire stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Oval Cut Sapphires. Each stone measures 5x3 mm.",125,319,ESO53WB.jpg
ESO64WB,14K Sapphire Studs 6x4 Oval,Classics,Gemstone Studs,"Add simplicity to your style with these striking Sapphire stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Oval Cut Sapphires. Each stone measures 6x4 mm.",225,569,ESO64WB.jpg
ESR30WB,14K Sapphire Studs 3 mm Rd,Classics,Gemstone Studs,"Add simplicity to your style with these striking Sapphire stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Round Cut Sapphire gemstones. Each stone measures 3 mm.",75,189,ESR30WB.jpg
ESR40WB,14K Sapphire Studs 4 mm Rd,Classics,Gemstone Studs,"Add simplicity to your style with these striking Sapphire stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Round Cut Sapphire gemstones. Each stone measures 4 mm.",200,499,ESR40WB.jpg
ETO53WB,14K Tanzanite Studs 5x3 Oval,Classics,Gemstone Studs,"Add simplicity to your style with these striking Tanzanite stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Oval Cut Tanzanites. Each stone measures 5x3 mm.",100,249,ETO53WB.jpg
ETO64WB,14K Tanzanite Studs 6x4 Oval,Classics,Gemstone Studs,"Add simplicity to your style with these striking Tanzanite stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Oval Cut Tanzanites. Each stone measures 6x4 mm.",150,379,ETO64WB.jpg
ETR30WB,14K Tanzanite Studs 3 mm Rd,Classics,Gemstone Studs,"Add simplicity to your style with these striking Tanzanite stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Round Cut Tanzanite gemstones. Each stone measures 3 mm.",65,169,ETR30WB.jpg
ETR40WB,14K Tanzanite Studs 4 mm Rd,Classics,Gemstone Studs,"Add simplicity to your style with these striking Tanzanite stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Round Cut Tanzanite gemstones. Each stone measures 4 mm.",110,279,ETR40WB.jpg
EWO53WB,14K White Topaz Studs 5x3 Oval,Classics,Gemstone Studs,"Add simplicity to your style with these striking White Topaz stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Oval Cut White  Topaz gemstones. Each stone measures 5x3 mm.",50,129,EWO53WB.jpg
EWO64WB,14K White Topaz Studs 6x4 Oval,Classics,Gemstone Studs,"Add simplicity to your style with these striking White Topaz stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Oval Cut White  Topaz gemstones. Each stone measures 6x4 mm.",75,189,EWO64WB.jpg
EWR30WB,14K White Topaz Studs 3 mm RD,Classics,Gemstone Studs,"Add simplicity to your style with these striking White Topaz stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Round Cut White Topaz gemstones. Each stone measures 3 mm.",50,129,EWR30WB.jpg
EWR40WB,14K White Topaz Studs 4 mm RD,Classics,Gemstone Studs,"Add simplicity to your style with these striking White Topaz stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Round Cut White Topaz gemstones. Each stone measures 4 mm.",60,149,EWR40WB.jpg
FB1115,Silver Diamond Infinity Bracelet 1/10 ctw,Classics,Diamond Bracelet,"This classic Silver link bracelet features a diamond accented infinity symbol, weighing 1/10 ctw.",75,189,FB1115.jpg
FB1116,Silver Diamond I Love You Bracelet 1/10ctw,Classics,Diamond Bracelet,"This classic Silver link bracelet features a diamond accented ""I Love You"" symbol, weighing 1/10 ctw.",75,189,FB1116.jpg
FB1118,Silver Diamond Cross Bracelet 1/10 ctw,Classics,Diamond Bracelet,"This classic Silver link bracelet features a diamond accented cross, weighing 1/10 ctw.",75,189,FB1118.jpg
FB1122,Silver Diamond Circle Bracelet 1/10 ctw,Classics,Diamond Bracelet,"This classic Silver link bracelet features a diamond accented cutout circle, weighing 1/10 ctw.",75,189,FB1122.jpg
FB1127,Silver Bangle Black,Classics,Silver Bangle,This polished Silver bangle features a row of sparkling CZ stones.,95,239,FB1127.jpg
FB1128,Silver Yellow Bangle,Classics,Silver Bangle,This polished Silver yellow bangle features a row of sparkling CZ stones.,95,239,FB1128.jpg
FB1129,Silver Rose Bangle,Classics,Silver Bangle,This polished Silver Rose bangle features a row of sparkling CZ stones.,95,239,FB1129.jpg
FB1130,Silver Bangle,Classics,Silver Bangle,This polished Silver bangle features a row of sparkling CZ stones.,95,239,FB1130.jpg
FB1136,14K Diamond Bracelet 5 ctw,Classics,Diamond Bracelet,This timeless diamond bracelet is crafted from 14K White Gold and features 48 round cut diamonds weighing approximately 5 ctw.,2000,4999,FB1136.jpg
FB1145,Silver Bracelet,Classics,Silver Bracelet,This polished Silver bangle features 6 rows of sparkling CZ stones.,136,339,FB1145.jpg
FB1151,14K Diamond Bracelet 1 ctw,Classics,Diamond Bracelet,This timeless diamond bracelet is crafted from 14K White Gold and features 54 round cut diamonds weighing approximately 1 ctw.,700,1749,FB1151.jpg
FB1152,14K Diamond Bracelet 2 ctw,Classics,Diamond Bracelet,This timeless diamond bracelet is crafted from 14K White Gold and features 64 round cut diamonds weighing approximately 2 ctw.,950,2379,FB1152.jpg
FB1153,14K Diamond Bracelet 3 ctw,Classics,Diamond Bracelet,This timeless diamond bracelet is crafted from 14K White Gold and features 55 round cut diamonds weighing approximately 3 ctw.,1350,3379,FB1153.jpg
FB1154,Silver Bracelet,Classics,Silver Bracelet,"This silver bangle is highlighted by CZ accented, heart-shaped tips.",75,189,FB1154.jpg
FB1155,Silver Bangle,Classics,Silver Bangle,This classic Silver link bracelet features a CZ accented infinity symbol.,75,189,FB1155.jpg
FB1156,Silver Bangle,Classics,Silver Bangle,This elegant Silver link bracelet features CZ accented bar tips.,75,189,FB1156.jpg
FB1158,Silver Diamond Bracelet,Classics,Diamond Bracelet,"This classic Silver link bracelet features diamond accented oval cutouts, weighing 1/8 ctw.",100,249,FB1158.jpg
FB1159,Silver Diamond Bracelet,Classics,Diamond Bracelet,"This classic Silver bolo bracelet features diamond accented, yellow platinum oval cutouts, weighing 1/8 ctw.",100,249,FB1159.jpg
FB1160,Silver Diamond Bracelet,Classics,Diamond Bracelet,"This classic Silver bolo bracelet features diamond accented, yellow platinum heart cutouts, weighing 1/8 ctw.",100,249,FB1160.jpg
FB1161,Silver Diamond Bracelet,Classics,Diamond Bracelet,"This classic Silver bolo bracelet features diamond accented, pink platinum heart cutouts, weighing 1/8 ctw.",100,249,FB1161.jpg
FB1185,14K Diamond Bracelet 7 CTW,Classics,Diamond Bracelet,This timeless diamond bracelet is crafted from 14K White Gold and features 48 round cut diamonds weighing approximately 5 ctw.,3500,8749,FB1185.jpg
FBPS10.5,Silver Fresh Water Black Pearl Studs 10-105 mm,Classics,Pearl Studs,"These stunning silver and pearl stud earrings feature 2 lustrous black pearls, each measuring 10.5 mm.",15,39,FBPS10.5.jpg
FBPS4.5,Silver Fresh Water Black Pearl Studs 4 1/2 mm,Classics,Pearl Studs,"These stunning silver and pearl stud earrings feature 2 lustrous black pearls, each measuring 4.5 mm.",4,10,FBPS4.5.jpg
FBPS5.5,Silver Fresh Water Black Pearl Studs 5 1/2 mm,Classics,Pearl Studs,"These stunning silver and pearl stud earrings feature 2 lustrous black pearls, each measuring 5.5 mm.",4.5,12,FBPS5.5.jpg
FBPS6.0,Silver Fresh Water Black Pearl Studs 6 mm,Classics,Pearl Studs,"These stunning silver and pearl stud earrings feature 2 lustrous black pearls, each measuring 6 mm.",5,13,FBPS6.0.jpg
FBPS7.0,Silver Fresh Water Black Pearl Studs 7 mm,Classics,Pearl Studs,"These stunning silver and pearl stud earrings feature 2 lustrous black pearls, each measuring 7 mm.",5.5,14,FBPS7.0.jpg
FBPS8.0,Silver Fresh Water Black Pearl Studs 8 mm,Classics,Pearl Studs,"These stunning silver and pearl stud earrings feature 2 lustrous black pearls, each measuring 8 mm.",7,18,FBPS8.0.jpg
FBPS8.5,Silver Fresh Water Black Pearl Studs 8 1/2 mm,Classics,Pearl Studs,"These stunning silver and pearl stud earrings feature 2 lustrous black pearls, each measuring 4.5 mm.",8,19,FBPS8.5.jpg
FBPS9.5,Silver Fresh Water Black Pearl Studs 9 1/2 mm,Classics,Pearl Studs,"These stunning silver and pearl stud earrings feature 2 lustrous black pearls, each measuring 9.5 mm.",12,29,FBPS9.5.jpg
FCPS10.5,Silver Fresh Water Chochlate Pearl Studs 10 1/2 mm,Classics,Pearl Studs,"These stunning silver and pearl stud earrings feature 2 lustrous Chocolate pearls, each measuring 10.5 mm.",15,39,FCPS10.5.jpg
FCPS4.5,Silver Fresh Water Chochlate Pearl Studs 4 1/2 mm,Classics,Pearl Studs,"These stunning silver and pearl stud earrings feature 2 lustrous Chocolate pearls, each measuring 4.5 mm.",4,10,FCPS4.5.jpg
FCPS5.5,Silver Fresh Water Chochlate Pearl Studs 5 1/2 mm,Classics,Pearl Studs,"These stunning silver and pearl stud earrings feature 2 lustrous Chocolate pearls, each measuring 5.5 mm.",4.5,12,FCPS5.5.jpg
FCPS6.0,Silver Fresh Water Chochlate Pearl Studs 6 mm,Classics,Pearl Studs,"These stunning silver and pearl stud earrings feature 2 lustrous Chocolate pearls, each measuring 6 mm.",5,13,FCPS6.0.jpg
FCPS7.0,Silver Fresh Water Chochlate Pearl Studs 7 mm,Classics,Pearl Studs,"These stunning silver and pearl stud earrings feature 2 lustrous Chocolate pearls, each measuring 7 mm.",5.5,14,FCPS7.0.jpg
FCPS8.0,Silver Fresh Water Chochlate Pearl Studs 8 mm,Classics,Pearl Studs,"These stunning silver and pearl stud earrings feature 2 lustrous Chocolate pearls, each measuring 7 mm.",7,17,FCPS8.0.jpg
FCPS8.5,Silver Fresh Water Choclate Pearl Studs,Classics,Pearl Studs,"These stunning silver and pearl stud earrings feature 2 lustrous Chocolate pearls, each measuring 8.5 mm.",4,19,FCPS8.5.jpg
FCPS9.5,Silver Fresh Water Chochlate Pearl Studs 9 1/2 mm,Classics,Pearl Studs,"These stunning silver and pearl stud earrings feature 2 lustrous Chocolate pearls, each measuring 7 mm.",12,29,FCPS9.5.jpg
FE1095AW,14K Diamond Cluster Earrings 1 ctw Round,Classics,Diamond Earrings,"Add simplicity to your style with these striking Diamond Cluster Stud Earrings. Crafted in 14K polished White Gold, these sparkling cluster stud earrings are set with 20 perfectly matched diamonds. Total diamond weight is 1 ctw.",1100,2749,FE1095AW.jpg
FE1096AW,14K Diamond Earrings 1/2 ctw Cushion Shape,Classics,Diamond Earrings,"Add simplicity to your style with these striking Diamond Cluster Cushion Shaped Stud Earrings. Crafted in 14K polished White Gold, these sparkling cluster stud earrings are set with 20 perfectly matched diamonds. Total diamond weight is 1/2 ctw.",550,1379,FE1096AW.jpg
FE1097AW,14K Diamond Earrings 1 ctw Cushion Shape,Classics,Diamond Earrings,"Add simplicity to your style with these striking Diamond Cluster Cushion Shaped Stud Earrings. Crafted in 14K polished White Gold, these sparkling cluster stud earrings are set with 20 perfectly matched diamonds. Total diamond weight is 1 ctw.",1100,2749,FE1097AW.jpg
FE1098AW,14K Diamond 1/2 ctw Heart Shape,Classics,Diamond Earrings,"Add simplicity to your style with these striking Diamond Cluster Heart Shaped Stud Earrings. Crafted in 14K polished White Gold, these sparkling cluster stud earrings are set with 20 perfectly matched diamonds. Total diamond weight is 1/2 ctw.",550,1379,FE1098AW.jpg
FE1099AW,14K Diamond Heart Cluster Earrings 1 ctw,Classics,Diamond Earrings,"Add simplicity to your style with these striking Diamond Cluster Heart Shaped Stud Earrings. Crafted in 14K polished White Gold, these sparkling cluster stud earrings are set with 20 perfectly matched diamonds. Total diamond weight is 1 ctw.",1100,2749,FE1099AW.jpg
FE1100AW,14K Diamond Sq Cluster Earrings 1/2 ctw,Classics,Diamond Earrings,"Add simplicity to your style with these striking Diamond Cluster Square Shaped Stud Earrings. Crafted in 14K polished White Gold, these sparkling cluster stud earrings are set with 20 perfectly matched diamonds. Total diamond weight is 1/2 ctw.",550,1379,FE1100AW.jpg
FE1101AW,14K Diamond Sq Cluster Earrings 1 ctw,Classics,Diamond Earrings,"Add simplicity to your style with these striking Diamond Cluster Square Shaped Stud Earrings. Crafted in 14K polished White Gold, these sparkling cluster stud earrings are set with 20 perfectly matched diamonds. Total diamond weight is 1 ctw.",1100,2749,FE1101AW.jpg
FE1102AW,14K Diamond Earrings 1/2 ctw Pear Shape,Classics,Diamond Earrings,"Add simplicity to your style with these striking Diamond Cluster Pear Shaped Stud Earrings. Crafted in 14K polished White Gold, these sparkling cluster stud earrings are set with 20 perfectly matched diamonds. Total diamond weight is 1/2 ctw.",550,1379,FE1102AW.jpg
FE1103AW,14K Diamond Earrings 1 ctw Pear Shape,Classics,Diamond Earrings,"Add simplicity to your style with these striking Diamond Cluster Pear Shaped Stud Earrings. Crafted in 14K polished White Gold, these sparkling cluster stud earrings are set with 20 perfectly matched diamonds. Total diamond weight is 1 ctw.",1100,2749,FE1103AW.jpg
FE1119,Silver Black Diamond Earrings 1/4 ctw,Classics,Diamond Earrings,These gorgeous Silver hoop earrings are accented with 32 round-cut Black diamonds weighing 1/4 ctw.,125,319,FE1119.jpg
FE1120,Silver Brown Diamond Earrings 1/4 ctw,Classics,Diamond Earrings,These gorgeous Silver hoop earrings are accented with 32 round-cut Brown diamonds weighing 1/4 ctw.,125,319,FE1120.jpg
FE1121,Silver Blue Diamond Earrings 1/4 ctw,Classics,Diamond Earrings,These gorgeous Silver hoop earrings are accented with 32 round-cut Blue diamonds weighing 1/4 ctw.,125,319,FE1121.jpg
FE1133,Silver Diamond Heart Earring,Classics,Diamond Earrings,These heart shaped diamond stud earrings are each accented with 3 round cut diamonds.,50,129,FE1133.jpg
FE1150AW,14K Diamond Earrings 1/4 ctw Cushion Shape,Classics,Diamond Earrings,"Add simplicity to your style with these striking Diamond Cluster Cushion Shaped Stud Earrings. Crafted in 14K polished White Gold, these sparkling cluster stud earrings are set with 18 perfectly matched round-cut diamonds. Total diamond weight is 1/4 ctw.",350,879,FE1150AW.jpg
